date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2014-07-18,9.68,9.72,9.6,9.52,2810100.25,-0.07,-0.72,9.77,10.47,10.692,3034710.45,2975882.64,3316386.38
2014-07-11,9.91,9.93,9.67,9.58,2832971.0,-0.24,-2.42,9.874,10.617,10.769,3393259.0,2939871.26,3378237.44
2014-07-04,9.8,10.01,9.91,9.79,2728759.75,0.09,0.92,10.216,10.764,10.865,3135835.82,2840868.99,3496350.14
2014-06-27,9.85,9.95,9.82,9.64,2644348.25,-0.03,-0.3,10.534,10.898,10.974,3114564.47,3119060.81,3700697.51
2014-06-20,10.06,10.24,9.85,9.68,4157373.0,-0.27,-2.67,10.886,10.996,11.052,3147866.82,3167518.59,3602746.33
2014-06-13,11.35,11.84,10.12,9.6,4602843.0,-1.26,-11.07,11.17,11.151,11.129,2917054.82,3198826.99,3506844.22
2014-06-06,11.5,11.69,11.38,11.25,1545855.12,-0.12,-1.04,11.36,11.218,11.206,2486483.52,3015025.09,3441061.05
2014-05-30,11.65,11.74,11.5,11.39,2622403.0,-0.08,-0.69,11.312,11.158,11.211,2545902.15,3296257.18,3503675.19
2014-05-23,11.27,11.66,11.58,11.08,2810860.0,0.31,2.75,11.262,11.087,11.227,3123557.15,3446440.55,3551589.72
2014-05-16,11.15,11.44,11.27,11.02,3003313.0,0.2,1.81,11.106,10.961,11.236,3187170.35,3584766.5,3591253.8
2014-05-09,11.1,11.15,11.07,10.81,2449986.5,-0.07,-0.63,11.132,10.914,11.268,3480599.15,3656890.13,3608749.63
2014-04-30,11.25,11.28,11.14,10.92,1842948.25,-0.11,-0.98,11.076,10.92,11.342,3543566.65,3816603.63,3664104.85
2014-04-25,10.75,11.52,11.25,10.67,5510678.0,0.45,4.17,11.004,10.966,11.449,4046612.2,4151831.3,3906049.39
2014-04-18,11.35,11.45,10.8,10.72,3128926.0,-0.6,-5.26,10.912,11.049,11.567,3769323.95,4282334.2,3850141.57
2014-04-11,10.78,11.6,11.4,10.78,4470457.0,0.61,5.65,10.816,11.107,11.71,3982362.65,4037974.08,4016689.77
2014-04-04,10.85,11.02,10.79,10.59,2764824.0,0.01,0.09,10.696,11.107,11.808,3833181.1,3814861.46,4149016.47
2014-03-28,10.77,11.03,10.78,10.52,4358176.0,-0.01,-0.09,10.764,11.194,11.935,4089640.6,3867097.01,4315556.37
2014-03-21,10.41,10.94,10.79,10.03,4124236.75,0.47,4.55,10.928,11.264,12.09,4257050.4,3711093.21,4610002.37
2014-03-14,10.7,10.79,10.32,10.1,4194119.5,-0.48,-4.44,11.186,11.367,12.222,4795344.45,3656738.88,4871233.48
2014-03-07,11.02,11.08,10.8,10.51,3724549.25,-0.33,-2.96,11.398,11.51,12.316,4093585.51,3597741.11,4847180.2
2014-02-28,11.45,11.48,11.13,10.88,4047121.5,-0.47,-4.05,11.518,11.621,12.41,3796541.81,3560609.13,4932277.19
2014-02-21,12.1,12.25,11.6,11.58,5195225.0,-0.48,-3.97,11.624,11.763,12.448,3644553.41,3511606.08,4759559.85
2014-02-14,11.38,12.5,12.08,11.35,6815707.0,0.7,6.15,11.6,11.932,12.463,3165136.01,3660267.48,4860459.33
2014-02-07,11.32,11.38,11.38,11.1,685324.81,-0.02,-0.17,11.548,12.084,12.498,2518133.31,3417948.93,4754284.9
2014-01-30,11.56,11.64,11.4,11.35,2239330.75,-0.26,-2.23,11.622,12.313,12.59,3101896.7,3995405.45,5474794.46
2014-01-24,11.48,11.86,11.66,11.25,3287179.5,0.18,1.57,11.724,12.509,12.571,3324676.45,4483171.48,5590488.92
2014-01-17,11.8,11.91,11.48,11.45,2798138.0,-0.34,-2.88,11.902,12.676,12.519,3378658.75,4764015.73,5675068.9
2014-01-10,11.89,12.0,11.82,11.5,3580693.5,-0.11,-0.92,12.264,12.915,12.476,4155398.95,5508911.53,5973896.8
2013-12-27,11.92,12.18,11.75,11.43,3604141.75,-0.16,-1.34,12.62,13.076,12.414,4317764.55,6085728.08,6315127.12
2013-12-20,12.5,12.88,11.91,11.91,3353229.5,-0.64,-5.1,13.004,13.121,12.319,4888914.2,6096619.3,6349826.91
2013-12-13,13.3,13.39,12.55,12.45,3557091.0,-0.74,-5.57,13.294,13.199,12.214,5641666.5,6303945.25,6429000.56
2013-12-06,13.64,14.06,13.29,13.24,6681839.0,-0.31,-2.28,13.45,13.132,12.069,6149372.7,6007513.62,6403120.61
2013-11-29,13.4,13.89,13.6,13.36,4392521.5,-0.07,-0.51,13.566,12.993,11.876,6862424.1,6060651.17,6252072.78
2013-11-22,13.48,14.2,13.67,13.25,6459890.0,0.31,2.32,13.532,12.912,11.713,7853691.6,6090620.87,6317774.43
2013-11-15,13.33,14.1,13.36,12.97,7116991.0,0.03,0.23,13.238,12.866,11.498,7304324.4,6954183.47,6186365.7
2013-11-08,13.98,14.09,13.33,12.96,6095622.0,-0.54,-3.89,13.104,12.633,11.328,6966224.0,6697806.37,6095618.52
2013-11-01,13.4,14.49,13.87,12.97,10247096.0,0.44,3.28,12.814,12.361,11.226,5865654.54,6586122.07,5920130.23
2013-10-25,12.21,13.8,13.43,12.01,9348859.0,1.23,10.08,12.42,12.036,11.485,5258878.24,6438882.07,5443270.23
2013-10-18,12.6,12.69,12.2,11.93,3713054.0,-0.49,-3.86,12.292,11.751,11.79,4327550.14,6544526.17,5072275.58
2013-10-11,12.0,13.07,12.69,11.51,5426489.0,0.81,6.82,12.494,11.516,12.23,6604042.54,6603034.52,5009726.12
2013-09-30,11.9,12.04,11.88,11.82,592774.69,-0.02,-0.17,12.162,11.229,12.63,6429388.74,6554055.87,4867295.77
2013-09-27,12.8,12.97,11.9,11.5,7213214.5,-0.89,-6.96,11.908,11.005,13.055,7306589.6,6798727.6,4961309.34
2013-09-18,13.22,13.64,12.79,12.51,4692218.5,-0.42,-3.18,11.652,10.758,13.47,7618885.9,6443494.4,4738816.82
2013-09-13,11.28,13.86,13.21,11.28,15095516.0,2.18,19.76,11.21,10.513,13.817,8761502.2,6544928.0,4552090.84
2013-09-05,10.74,11.4,11.03,10.63,4553220.0,0.42,3.96,10.538,10.129,14.091,6602026.5,5418547.93,3947942.49
2013-08-30,10.63,11.02,10.61,10.5,4978779.0,-0.01,-0.09,10.296,10.023,14.552,6678723.0,5493430.68,3932720.37
2013-08-23,10.22,11.25,10.62,10.22,8774696.0,0.04,0.38,10.102,10.09,14.966,6290865.6,5254138.4,3804435.65
2013-08-16,9.88,11.22,10.58,9.85,10405300.0,0.73,7.41,9.864,10.934,15.458,5268102.9,4447658.4,3419360.17
2013-08-09,9.82,10.12,9.85,9.75,4298137.5,0.03,0.3,9.816,11.829,15.935,4328353.8,3600024.99,3056272.94
2013-08-02,9.47,10.1,9.82,9.36,4936702.5,0.18,1.87,9.72,12.943,16.594,4235069.35,3416417.71,3026945.03
2013-07-26,9.23,10.14,9.64,9.12,3039492.0,0.21,2.23,9.75,14.03,17.213,4308138.35,3180535.66,2968729.48
2013-07-19,10.5,10.76,9.43,9.41,3660882.5,-0.91,-8.8,10.078,15.105,17.874,4217411.2,3123891.09,3077984.25
2013-07-12,9.18,10.84,10.34,8.97,5706554.5,0.97,10.35,12.004,16.181,18.555,3627213.9,3034139.24,3120415.5
2013-07-05,9.81,9.95,9.37,9.01,3831715.25,-0.6,-6.02,13.842,17.12,18.994,2871696.18,2559253.68,2973903.74
2013-06-28,11.11,11.11,9.97,9.14,5302047.5,-1.31,-11.61,16.166,18.053,19.563,2597766.08,2477337.06,2917982.44
2013-06-21,19.16,20.04,11.28,10.85,2585856.25,-7.78,-40.82,18.31,19.08,20.186,2052932.98,2372010.06,2856404.07
2013-06-14,19.31,19.33,19.06,18.55,709896.0,-0.47,-2.41,20.132,19.842,20.58,2030370.98,2354732.91,2925018.93
2013-06-07,20.93,21.33,19.53,19.41,1928965.88,-1.46,-6.96,20.358,19.981,20.543,2441064.58,2391061.93,3086914.18
2013-05-31,20.59,21.7,20.99,20.24,2462064.75,0.3,1.45,20.398,20.04,20.344,2246811.19,2512520.89,3061079.7
2013-05-24,20.48,21.5,20.69,20.31,2577882.0,0.3,1.47,19.94,20.244,20.074,2356908.04,2637472.34,3013059.13
2013-05-17,20.11,20.53,20.39,19.05,2473046.25,0.2,0.99,19.85,20.395,19.783,2691087.14,2756923.29,2969651.67
2013-05-10,19.84,20.87,20.19,19.68,2763364.0,0.46,2.33,19.552,20.642,19.523,2679094.84,3032077.42,2942683.41
2013-05-03,18.6,20.21,19.73,18.4,957698.94,1.03,5.51,19.604,20.929,19.214,2341059.29,3206691.77,2878395.15
2013-04-26,20.0,20.39,18.7,18.55,3012549.0,-1.54,-7.61,19.682,20.868,18.868,2778230.6,3388553.8,2856504.3
2013-04-19,18.94,20.6,20.24,18.05,4248777.5,1.34,7.09,20.548,21.073,18.596,2918036.65,3358627.83,2726624.93
2013-04-12,19.79,20.26,18.9,18.8,2413084.75,-1.55,-7.58,20.94,21.292,18.239,2822759.45,3340798.08,2541417.38
2013-04-03,20.2,20.9,20.45,20.1,1073186.25,0.33,1.64,21.732,21.317,17.965,3385060.0,3495304.95,2446363.23
2013-03-29,23.13,23.28,20.12,19.64,3143555.5,-2.91,-12.64,22.254,21.105,17.619,4072324.25,3782766.43,2425155.39
2013-03-22,21.7,23.27,23.03,21.04,3711579.25,0.83,3.74,22.054,20.647,17.259,3998877.0,3609638.5,2299758.02
2013-03-15,22.72,22.98,22.2,20.8,3772391.5,-0.66,-2.89,21.598,19.904,16.779,3799219.0,3388645.93,2144041.01
2013-03-08,22.45,24.71,22.86,21.53,5224587.5,-0.2,-0.87,21.644,19.171,16.334,3858836.7,3182380.05,1983829.81
2013-03-01,19.26,23.24,23.06,19.22,4509507.5,3.94,20.61,20.902,18.403,15.847,3605549.9,2853289.4,1758351.25
2013-02-22,20.91,21.49,19.12,18.95,2776319.25,-1.63,-7.86,19.956,17.499,15.338,3493208.6,2550098.54,1570896.93
2013-02-08,22.26,22.79,20.75,20.31,2713289.25,-1.68,-7.49,19.24,16.867,15.085,3220400.0,2324454.8,1466200.12
2013-02-01,19.16,22.55,22.43,19.16,4070480.0,3.28,17.13,18.21,16.118,14.758,2978072.85,2094622.03,1373854.36
2013-01-25,18.3,20.9,19.15,17.99,3958153.5,0.82,4.47,16.698,15.185,14.346,2505923.4,1742036.68,1198922.57
2013-01-18,15.49,18.42,18.33,15.49,3947801.0,2.79,17.95,15.904,14.612,14.107,2101028.9,1397421.51,1037548.18
2013-01-11,15.98,16.37,15.54,15.45,1412276.25,-0.45,-2.81,15.042,14.132,13.943,1606988.48,1067544.36,872923.93
2012-12-28,14.84,15.78,15.6,14.8,1501653.5,0.73,4.91,14.494,13.871,13.92,1428509.61,989877.54,833406.54
2012-12-21,15.2,15.47,14.87,14.78,1709732.75,-0.31,-2.04,14.026,13.654,13.898,1211171.21,899436.1,787168.51
2012-12-14,14.15,15.2,15.18,13.87,1933681.0,1.16,8.27,13.672,13.496,13.892,978149.95,785279.57,728302.16
2012-12-07,12.81,14.03,14.02,12.48,1477598.88,1.22,9.53,13.32,13.291,13.875,693814.13,663413.1,657558.8
2012-11-30,13.24,13.25,12.8,12.7,519881.91,-0.46,-3.47,13.222,13.177,13.923,528100.25,591695.33,616955.73
2012-11-23,13.02,13.33,13.26,12.92,414961.53,0.16,1.22,13.248,13.302,14.04,551245.47,607945.44,628231.33
2012-11-16,13.39,13.63,13.1,12.92,544626.44,-0.32,-2.38,13.282,13.397,14.135,587700.98,653086.68,640806.25
2012-11-09,13.54,13.71,13.42,13.33,512001.88,-0.11,-0.81,13.32,13.506,14.225,592409.19,655808.47,645434.83
2012-11-02,12.9,13.57,13.53,12.87,649029.5,0.6,4.64,13.262,13.601,14.312,633012.06,677674.84,688695.28
2012-10-26,13.38,13.51,12.93,12.9,635608.0,-0.5,-3.72,13.132,13.754,14.376,655290.4,678303.49,713025.89
2012-10-19,13.3,13.56,13.43,13.05,597239.06,0.14,1.05,13.356,13.969,14.519,664645.4,676935.55,728882.56
2012-10-12,13.14,13.43,13.29,12.9,568167.5,0.16,1.22,13.512,14.141,14.628,718472.39,674900.92,723635.45
2012-09-28,12.82,13.26,13.13,12.59,715016.25,0.25,1.94,13.692,14.287,14.75,719207.75,671324.74,734375.72
2012-09-21,14.02,14.02,12.88,12.83,760421.19,-1.17,-8.33,13.94,14.459,14.894,722337.62,651704.51,745449.2
